,genres_str,app_name,release_date,price,game_id,developer,year,user_id,user_reviews_item_id,review,posted_date,items_count,steam_id,users_items_item_id,item_name,playtime_forever,playtime_2weeks,recommend
22453,action,Left 4 Dead 2,2009-11-16,19.989999771118164,550,Valve,2009,76561198028388756,550,"9000/10, Would mod 200 times again.",2014-12-29,100,76561197971662256,550,Left 4 Dead 2,0,0,1
17502,indie,NECROPOLIS: BRUTAL EDITION,1970-01-01,29.989999771118164,384490,Harebrained Schemes,1970,Rotomaniac,384490,"Honestly all I can say is it doesn't feel like a souls game in the slightest, the ridiculous wait before you can even start to see the impact of unlocking new biomes is unbelievable, and the combat gets dry and stale within 20 minutes.On top of that, there's no key rebinding, and the developers have said they'll only make DLC if the game sells and performs well, and it'll be paid DLC. Honestly where it stands this game isn't even worth $20, let alone $30, and they still want to make the DLC paid accessI'm sorry but I just can't recommend this game in it's current stateIt's by all means not a bad game, it's just not worth $30 and I have severe concerns for it's future",2024-07-14,99,76561198063249821,384490,Necropolis,545,0,0
22041,action,Deus Ex: Game of the Year Edition,2000-06-22,6.989999771118164,6910,Ion Storm,2000,Faawks,6910,"By far the best game of its time.Completely changed the way I view games even today and has given me such high expectations of them.That's right, this game makes all others feel so rushed, play this and game like Call of Duty (any of the 300+ titles), Battle Field, Gears of War, ect ect; They just feel like rushed crap.After you've played it you just expect more depth, more intelligence, more substance for all the new AAA games, you'll soon realize that all you're getting is polished graffiks, amazing lighting effects and fish with AI...",2014-04-14,73,76561198059603669,6910,Deus Ex: Game of the Year Edition,0,0,1
25633,action,The Binding of Isaac: Rebirth,2014-11-04,14.989999771118164,250900,"Nicalis, Inc.",2014,icypole8204,250900,"A true gaming masterpiece, better then the first, 10/10 would TBOI:R again.",2014-11-04,127,76561197971829696,250900,The Binding of Isaac: Rebirth,6,0,1
27889,massivelymultiplayer,APB Reloaded,2011-12-06,-1.0,113400,Reloaded Productions,2011,55411144321649875611,113400,pretty good so far except for the pay to win,2014-12-16,46,76561197972254490,113400,APB Reloaded,8,0,0
21626,indie,Five Nights at Freddy's 2,2014-11-10,7.989999771118164,332800,Scott Cawthon,2014,AdonSinky,332800,"Five nights at Freddy's 2 is an amazing concept, with much more questions. But also, this game is more mind blowing than anything you have ever played. It's not just a horror game, it's a story!",2014-11-20,54,76561198059602670,332800,Five Nights at Freddy's 2,0,0,1
20905,rpg,Torchlight II,2012-09-20,19.989999771118164,200710,Runic Games,2012,76561198068500978,200710,Great Diablo-style game with a slightly better colour palette as well as with much more interesting loot.,2013-10-24,121,76561198059566639,200710,Torchlight II,149,0,1
23844,simulation,Reign Of Kings,2015-12-15,19.989999771118164,344760,Code}{atch,2015,hauntedblast,344760,"Funniest thing I've played in while since Rust, definitely recommend.",2015-04-07,34,76561197975675487,344760,Reign Of Kings,1179,0,1
26884,strategy,Carrier Command: Gaea Mission,2012-09-28,32.9900016784668,65740,Bohemia Interactive,2012,76561198022611161,65740,This game has had nothing but problems since it's release... Even at 80% off it's still not worth it...,2014-09-13,100,76561198059879916,65740,Carrier Command: Gaea Mission,0,0,0
6625,adventure,Sniper Elite 3,2014-06-27,29.989999771118164,238090,Rebellion,2014,modsmaps,238090,It okay better than sniper elite 2 for story but co-op mode sniper elite is better.,2024-09-02,373,76561197972244272,238090,Sniper Elite 3,132,0,1
15060,rpg,Borderlands 2,2012-09-17,19.989999771118164,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012,fuccboi_inc,49520,"If you like looting, RPGs, and shooting      up then this is the game for you! 11/10 would      again.",2015-11-21,1409,76561197971666535,49520,Borderlands 2,8668,0,1
7936,freetoplay,Warframe,2013-03-25,-1.0,230410,Digital Extremes,2013,hamerjackson,230410,its pretty darn good if i do say so myself,2013-04-27,121,76561198059566639,230410,Warframe,264,0,1
14810,action,Killing Floor,2009-05-14,19.989999771118164,1250,Tripwire Interactive,2009,krogdog,1250,"Amazing, addictive, great fun with friends and amazingly cheap",2011-01-03,1409,76561197971666535,1250,Killing Floor,548,0,1
7136,freetoplay,Dirty Bomb®,1970-01-01,-1.0,333930,Splash Damage,1970,killbunny38,333930,Not balanced at all and has serious frame issues on all graphics settings would recommend to people i don't like to get them away from me for 20 minutes,2015-08-20,332,76561197971851704,333930,Dirty Bomb,73,0,0
16424,rpg,ARK: Survival Evolved,2017-08-29,59.9900016784668,346110,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017,76561198172394339,346110,LOVE IT,2024-06-04,54,76561198059602670,346110,ARK: Survival Evolved,82,0,1
4455,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,iamnotcool,730,Digital knives cost more than real knives 10/10,2014-11-01,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
22108,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,TenksGo,4000,Spawned Heavy.Spawned Alyx.Put them on a dancing pole.??????Helyx confirmed.,2015-09-27,1,76561198059560580,4000,Garry's Mod,3329,0,1
14625,simulation,Farming Simulator 15,2014-10-30,19.989999771118164,313160,Giants Software,2014,rfs-JiM,313160,"THe best game a lot more to do im into simulations and so far this is the best, the new feature Woodcutting which i have had experience with in the Forestry mod for 2013 i really like the whole new feature, it does take a long time to make money but thats life.",2014-10-30,75,76561198059768123,313160,Farming Simulator 15,1438,0,1
2885,strategy,Galcon Fusion,2010-02-11,9.989999771118164,44200,"Hassey Enterprises, Inc.",2010,Dabeh,44200,Flew spaceships into my enemies planets99999/10,2015-05-05,494,76561198059918386,44200,Galcon Fusion,0,0,1
3548,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,babydavestation,4000,                                          555,2013-12-13,1,76561198059560580,4000,Garry's Mod,3329,0,1
18819,freetoplay,Tactical Intervention,2013-10-08,-1.0,51100,"FIX Korea, Co.LTD,FIX Games, Co. LTD",2013,Scalerss,51100,"          ..................._     _        .    ... --~*''(         )    .         ( -~~--  ., I  .        .  -^""  : : : : : - "" /'           -^""  : : : : : : : '\   ,-""**   '^^~-   ----~^*'""  : : : : : : : : : : -"".:.:.:.:. -^"" : : : : : : : : : : : : : : : : : -"":.:.:.:.:.:.:.:.:.:.: : : : : : : : : :   -^ .::.:.:.:.:.:.:.:. : : : : : : :    -^ :.' : : '\ : : : : : : : ;   -~"" :.:.:: :""- """"***/*'  ' :.': : : : :""-  : : :""\.:.:.: : : : :"" : : : : \,:.: : : : : : : : : : : : ' : : : : : : :, : : : : : :/ ""- _::::_ -*__  ~",2014-11-01,41,76561197972752669,51100,Tactical Intervention,0,0,1
4469,strategy,Total War: ATTILA,2015-02-17,44.9900016784668,325610,Creative Assembly,2015,76561198101093216,325610,"This game is very good, but is highly overated, I do reckomend it, but limit it's playing time.",2015-03-09,341,76561198059818459,325610,Total War: ATTILA,33,0,1
20490,indie,Spooky's Jump Scare Mansion,2015-07-28,-1.0,356670,Lag Studios,2015,76561198046710923,356670,by the time i had gotten this game i had already seen multipul playthroughs of the game. I thought i knew what i was getting myself into.... I was wrongand now i have a very expensive carpet cleaning bill just to get all the excrement out of my floors. 10/10,2024-06-11,332,76561197971851704,356670,Spooky's Jump Scare Mansion,201,0,1
13542,indie,What The Box?,2016-09-12,4.989999771118164,527340,"Daniel Snd,Thiago Adamo",2016,Limo1300,527340,The unboxing experience wasn't great... but the boxing experience was amazing!10/10 would box again,2024-09-15,95,76561198012185753,527340,What The Box?,66,66,1
21024,rpg,ArcheAge,2015-03-26,-1.0,304030,XLGAMES,2015,steamxanbunny,304030,Pay 2 Win,2024-02-20,223,76561197972224447,304030,ArcheAge,636,0,0
5068,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,76561198056707717,730,Verys guds,2024-02-04,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
21206,adventure,Dishonored,2012-10-08,9.989999771118164,205100,Arkane Studios,2012,76561198040423315,205100,Badass game,2024-01-22,121,76561198059566639,205100,Dishonored,0,0,1
8447,freetoplay,Gotham City Impostors Free to Play,2012-08-30,-1.0,206210,"Monolith Productions, Inc.",2012,beamer3,206210,              ,2014-01-18,7,76561198059607448,206210,Gotham City Impostors: Free To Play,10,0,1
12434,action,Ryse: Son of Rome,2014-10-10,19.989999771118164,302510,Crytek,2014,76561198129380421,302510,"Well what can i say about Ryse: Son Of Rome. Ryse Is a Amazing game with amazing graphics, this game never ceases to amaze me the story line is beautifully well written and done i have to rate 11/10 this game is wonderfull from the Shield Walls to the Moss On the Walls or the waterfalls streaming down a small cliff while you stab 5 men in the throat and remove all of their arms while they scream in agony and pain knowing that the glorius roman empire has come to slaughter them and claim glory for the SPQR. Moving on as i was saying the cut scences are beautiful especially the waves they are so well done and look so good especially when you just removed 3 random barbians arms and then stuffed it up their arses to the point where there arm is in the back of their throat and just when they start to lose consicousness from the arm you stab them in the throat and watch and 3 more come and try and stand against the glorius roman republic of italy, but like i said this game is wonderfull i really like what the did with the slow mo it feels so rewarding to just MURDER ALL THE     ING JEWS OF BRITTANA WITH THE MIGHT OF A STEEL SWORD AS YOU CUT OFF THEIR      AND FEED IT TO THEIR MOTHERS AS THEY WATCH IN HORROR AS THEIR CHILD IS STRUCK DOWN AND STAB TO PEICES FOR THE SPQR AND SOME TRY TO RUN BUT THEY ONLY GET SO FAR AFTER HAVEING A PILA STUFFED IN THE BACK OFF THEIR HEAD AND SOME FIGHT ONLY TO BE MASSACRED BY THE IRON HORDE OF ROMAN SOLDIERS YOU SWEEP THROUGH THE RANKS OF THE BARBARIANS PELBIAINS SLAUGHTING THEM ONE BY ONE SHOVING YOUR SWORD DOWN THE BACK OF THE THROAT AS YOU SLOWY DIP INTO MADNESS SWING AFTER SWING BECAUSE LESS A MURDER AND MORE OF AN ART, this game shows true power 69/whats left of the roman empire",2024-01-11,81,76561198059803864,302510,Ryse: Son of Rome,329,0,1
15335,indie,Trine 2: Complete Story,2013-06-06,19.989999771118164,35720,Frozenbyte,2013,katarushikun,35720," timo jogo, vale muito a pena, ainda mais se for jogar multiplayer :D",2013-12-13,1409,76561197971666535,35720,Trine 2,557,0,1
24627,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,LukasCoady,730,Good game :D,2014-11-27,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,0
18481,earlyaccess,Rust,2013-12-11,19.989999771118164,252490,Facepunch Studios,2013,76561198061748090,252490,need to make the animals less rare and ill come back to the game for now i prefer old rust the no review will change when u fix the game,2015-04-04,10,76561198059575326,252490,Rust,4329,0,0
15297,action,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,19.989999771118164,32430,"LucasArts,Aspyr Studios",2009,PortHashbrown,32430,"My Grandfather smoked his whole life. I was about 10 years old when my mother said to him, ""If you ever want to see your grandchildren graduate, you have to stop immediately"". Tears welled up in his eyes when he realized what exactly was at stake. He gave it up immediately. Three years later he died of lung cancer. It was really sad and destroyed me. My mother said to me- ""Don't ever smoke. Please don't put your family through what your Grandfather put us through"" I agreed. At 20, I have never touched a cigarette. I must say, I feel an overwelming sense of regret for never having done it, because this game gave me cancer anyway...",2015-10-28,300,76561198059582003,32430,STAR WARS : The Force Unleashed  Ultimate Sith Edition,723,0,0
20843,rpg,Terraria,2011-05-16,9.989999771118164,105600,Re-Logic,2011,76561198097949523,105600,yes,2013-12-05,2,76561198059555651,105600,Terraria,644,0,1
22316,simulation,Rocksmith™,2012-10-16,29.989999771118164,205190,Ubisoft - San Francisco,2012,nottakenyet,205190,"Few years on since I bought this game. Almost 100 hours played in RS, and over 300 hours in RS2014. Basically, I still recommend the hell out of both this games. RS has a few songs that I wish were in the new one, but 2014 is overall a much more polished version of the system, removing the GuitarHero like style of playing. That being you have to play the notes slightly before they say to on screen or you'll miss them, so in that regard you can't play to the timing of the song very well, which is instrumental in a band, pun intended.Not gonna give pros and cons.Buy 2014 if you want to learn easier. Buy this if you want a slightly better choice of songs IMO.",2014-03-06,36,76561198060193712,205190,Rocksmith,44,0,1
6607,strategy,Company of Heroes 2,2013-06-25,19.989999771118164,231430,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013,76561198061390729,231430,"The game is really challenging and really needs teamwork and cooperation. I really recommend this game, because of the game's difficulty. Challenge is <3",2024-03-21,47,76561198059874904,231430,Company of Heroes 2,0,0,1
26668,casual,Roogoo,2009-12-17,1.9900000095367432,38210,Spidermonk Entertainment,2009,76561198066279729,38210,Best game ever,2014-07-17,1283,76561198060270149,38210,Roogoo,0,0,1
9403,earlyaccess,DayZ,2013-12-16,34.9900016784668,221100,Bohemia Interactive,2013,ostendorph,221100,This      is fresh as     . Buy it.,2014-02-01,77,76561197971688382,221100,DayZ,170,0,1
8281,action,The Binding of Isaac: Rebirth,2014-11-04,14.989999771118164,250900,"Nicalis, Inc.",2014,alexsandroo,250900,Pr s:- Excelente Jogabilidade- Infinitas Sinergias de Itens- Muitas horas de Divers o-  timo Jogo do G nero- Muitos Desafios-  tima SoundtrackCons:- Sugar sua alma at  a  ltima gota,2015-06-15,127,76561197971829696,250900,The Binding of Isaac: Rebirth,6,0,1
3660,strategy,FTL: Faster Than Light,2012-09-14,9.989999771118164,212680,Subset Games,2012,Harbringer-of-sorrow,212680,"I have played this game and bought it twice now, once on steam and once on drm free gog (for when I travel) I love the game, its simple yet has the bite of challenge (suicidally so) that makes me want to not give up for just one more go.its graphics are crisp, its music both soft and engaging and hell free expansion THANK YOU.This game is what happens when developers treat their clients with respect and give them what they asked for and they deserve EVERY bit of positive feed back they get.",2014-04-05,300,76561198059582003,212680,FTL: Faster Than Light,997,0,1
23763,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,76561198061654205,730,CS:GO in a nutshell: AK-47 AK-47 AK-47 AK-47 AK-47 AK-47,2015-07-02,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,0
19273,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,ConstantineTrading,730,Its a game that i actually enjoy,2024-04-17,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
16323,rpg,The Ship: Murder Party,2006-07-11,9.989999771118164,2400,Outerlight Ltd.,2006,wealthybigpenis69,2400,a black lady was taking a dump and i killed her with an umbrella 11/10,2014-08-31,300,76561198059582003,2400,The Ship,563,0,1
12687,indie,Loadout,2014-01-31,-1.0,208090,Edge of Reality,2014,Has2Ragretz,208090,Great way to      time,2013-12-10,165,76561197971952198,208090,Loadout,16,0,1
24529,strategy,Cubemen,2012-03-16,3.990000009536743,207250,3 Sprockets,2012,look_at_the_damn_profile,207250,"Holy     ! A game with cubes!But seriously, this game is really awesome. Its like your average tower defense game...BUT THE ENEMY CAN KILL YOUR TOWERS! This game can be hard at times because of those stupid grenade enemies...but its fun for anyone who wants to play a tower defense game with a twist.",2013-02-21,1409,76561197971666535,207250,Cubemen,0,0,1
16948,action,Left 4 Dead 2,2009-11-16,19.989999771118164,550,Valve,2009,TheGameAndWatch,550,I recomend this game to everybody who loves Zombies gore shotguns bubbelgum and kicking    !,2013-12-31,100,76561197971662256,550,Left 4 Dead 2,0,0,1
18176,strategy,Command & Conquer: Red Alert 3,2008-10-28,19.989999771118164,17480,EA Los Angeles,2008,76561198075153461,17480,7/10                                                                                                  ,2024-01-21,23,76561198059756030,17480,Command and Conquer: Red Alert 3,0,0,1
4520,action,Counter-Strike: Source,2004-11-01,19.989999771118164,240,Valve,2004,HailOfLead,240,Run n gun. lol,2014-04-04,121,76561198059566639,240,Counter-Strike: Source,21,0,1
5511,indie,Chicken Invaders 5,2015-03-13,4.989999771118164,353090,InterAction studios,2015,gabbler123,353090,10/10 would make        dreams become a reality again,2015-09-13,45,76561198059746378,353090,Chicken Invaders 5,7836,0,1
27831,indie,Unturned,2017-07-07,-1.0,304930,Smartly Dressed Games,2017,76561198120937791,304930,Perfect game but it is hard to start,2014-09-30,77,76561197971688382,304930,Unturned,45,0,1
11697,action,Quake Live™,2010-08-06,9.989999771118164,282440,id Software,2010,ConstantineTrading,282440,Make it free!!!,2024-07-02,29,76561198059555148,282440,Quake Live,72,0,1
25912,strategy,XCOM: Enemy Unknown,2012-10-08,29.989999771118164,200510,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012,charmaps5,200510,I have spent so much time playing this game readying my troops for the final mission and this game is SO AWESOME 10/10 would play again,2014-09-20,300,76561198059582003,200510,XCOM: Enemy Unknown,27,0,1
5382,rpg,Mount & Blade: Warband,2010-03-31,19.989999771118164,48700,TaleWorlds Entertainment,2010,Anuslicous,48700,"Easily the most gripping and fun to play game i have, i can burn 50 hours a week in to this without it getting boring at allThat and the mods are sexually pleasing.",2014-10-26,300,76561198059582003,48700,Mount & Blade: Warband,6484,0,1
19979,strategy,Terrorhedron Tower Defense,2014-07-24,1.9900000095367432,299720,Dan Walters,2014,SirexPower,299720,"                                                                             .           -   3D                        ,                    .                                      :)   11        7    11        :)",2015-05-12,564,76561197975569246,299720,Terrorhedron,0,0,1
20505,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,babyllama,730,Very nice shooter game.,2014-08-10,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
27687,adventure,Life is Strange - Episode 1,2015-01-29,-1.0,319630,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015,76561198075957410,319630,"Episode 1- Meh High School blah blah blahEpisode 2- Well thats niceEpisode 3- Wait... Wait, Umm Hmm Not Sure How I Feel About This :/Episode 4- Well Im Done Y'all Have Fun NowEpisode 5- Brb I Gonna Go Cry In The Corner(I Literally Nearly Cried)9.7/10 I Loved This Game Its Was Seriously One Of my fave games ever(of the telltale genre). Thats Pretty Good Saying Ive Played Alot.Have Fun Kiddoe ;)",2024-04-24,77,76561198059584657,319630,Life Is Strange ,1010,0,1
16771,simulation,Emily is Away,2015-11-20,-1.0,417860,Kyle Seeley,2015,76561198088860621,417860,Ouch...,2015-12-10,9,76561198059795555,417860,Emily is Away,26,0,1
26164,rpg,Defiance,2014-06-04,-1.0,224600,"Trion Worlds, Inc.",2014,76561198079254609,224600,if you complain about this its you that has the issues,2015-02-22,332,76561197971851704,224600,Defiance,1325,0,1
24922,action,"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,9.989999771118164,6060,Pandemic Studios,2005,76561198073916938,6060,rip multiplayer,2015-05-04,54,76561198059602670,6060,STAR WARS  Battlefront  II,455,0,1
8542,rpg,Realm of the Mad God,2012-02-20,-1.0,200210,Wild Shadow Studios,2012,LeoNoHomo,200210,guooo me envicio muchooooooooooooooooo ahahahahhahahahahahahahhahahahahha,2014-01-10,7,76561198059577320,200210,Realm of the Mad God,1868,0,1
28424,simulation,Emily is Away,2015-11-20,-1.0,417860,Kyle Seeley,2015,comin4datbooty,417860,"Okay. Before you ask. I have finished the game. That doesn't mean it takes 5 minutes to complete, I just played it before it was released on Steam.This game is good. But as far as I can tell, there's only one ending. You may get different dialouge but after the three times I played it, I always got the same ending even with the different choices I make so if you find a different ending. Feel free to tell me.Most F2P games are not good. To find a good one is basically a miracle. This is one of those miracles.If you have a spare hour, I definitly reccomend giving this game a shot. It'll make you feel bad but believe me, all part of the game.Overall, Emily is Away was a nice little experience which will probably kick you in the nuts with nostalgia (if you're not 8 or younger) and give you a good time.",2015-11-20,9,76561198059795555,417860,Emily is Away,26,0,1
11844,adventure,Far Cry 3,2012-12-04,19.989999771118164,220240,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012,LuGusta,220240,Jogo incr vel. tima hist ria e jogabilidade  tima tamb m.Vale a pena compra-lo.,2013-09-02,300,76561198059582003,220240,Far Cry  3,104,0,1
3082,strategy,Gunpoint,2013-06-03,9.989999771118164,206190,Suspicious Developments,2013,joeljoeljoeljoel,206190,"Gunpoint is short, addictive, hilarious and fun as hell. After finishing the main storyline i wanted to jump back in and play it all again. Anyone who loves retro-styled games should buy this as soon as possible!",2013-12-21,300,76561198059582003,206190,Gunpoint,680,0,1
1035,strategy,Gunpoint,2013-06-03,9.989999771118164,206190,Suspicious Developments,2013,Yomani,206190,brilliant and humurous,2015-06-17,300,76561198059582003,206190,Gunpoint,680,0,1
15800,adventure,The Walking Dead: Season 2,2013-12-17,24.989999771118164,261030,Telltale Games,2013,76561198065940145,261030,So Excited! :),2013-12-20,300,76561198059582003,261030,The Walking Dead: Season Two,40,0,1
3798,rpg,Risk of Rain,2013-11-08,9.989999771118164,248820,"Hopoo Games, LLC",2013,76561198046807777,248820,"The restaurant is open for business, GLAZE IT N' BLAZE IT BABY",2015-04-07,54,76561198059602670,248820,Risk of Rain,328,0,1
8676,adventure,Far Cry 3,2012-12-04,19.989999771118164,220240,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012,DeadNiggaStorage,220240,pretty good but gets repetive and boring,2013-07-31,300,76561198059582003,220240,Far Cry  3,104,0,1
21228,simulation,SimplePlanes,2015-12-17,12.989999771118164,397340,"Jundroo, LLC",2015,76561198078649427,397340,Look im a plane (plane noises). oh look theres the ground. (and with that the plane was obliterated into literally a million peices...) Well looks like I need to add more rockets,2024-01-25,54,76561198059854102,397340,SimplePlanes,324,0,1
7152,indie,One Finger Death Punch,2014-03-03,4.989999771118164,264200,Silver Dollar Games,2014,Omeghas,264200,"Jogabilidade excelente, m sicas incr veis e efeitos de tirar o f lego. 10/10",2015-10-12,494,76561198059918386,264200,One Finger Death Punch,1807,0,1
17491,action,PAYDAY™ The Heist,2011-10-20,14.989999771118164,24240,OVERKILL Software,2011,kasep,24240,Of course!,2014-10-23,121,76561198059566639,24240,PAYDAY: The Heist,142,0,1
12876,strategy,Tropico 4,2011-09-01,14.989999771118164,57690,Haemimont Games,2011,76561197985512782,57690,Better than SimCity,2015-01-10,32,76561198059590942,57690,Tropico 4,197,0,1
28005,simulation,Red Crucible®: Firestorm,2015-12-22,-1.0,298240,"Rocketeer Games Studio, LLC",2015,76561198122280156,298240,"You can get a lot out of this game, counting it's free it is very good, and I like it. Another similar game that is free and good is Fistfull of Frags.",2024-07-09,74,76561198059609375,298240,Red Crucible: Firestorm,13,0,1
5214,rpg,Fallout 4,2015-11-09,29.989999771118164,377160,Bethesda Game Studios,2015,AnqioniC,377160,This is my first Fallout series game. I am loving it so far.,2015-12-24,176,76561198059611702,377160,Fallout 4,3365,0,1
17,sports,Rocket League®,2015-07-07,19.989999771118164,252950,"Psyonix, Inc.",2015,TomYoko,252950,"Game is really fun to play with friends and bots, lots of customization to do with your cars and you get a new item every game which is good.My only issue with the game is during seasons it crashes sometimes when choosing matches and stuff.9.5/10All in all, a game that you should pick up right now!",2024-07-01,23,76561198059579366,252950,Rocket League,303,0,1
27158,indie,Spooky's Jump Scare Mansion,2015-07-28,-1.0,356670,Lag Studios,2015,76561198076703856,356670,Sitting here with my friend playing this game. He says it isn't scary.I leave for 5 mins and come back. He is sitting in the corner screaming.,2015-05-11,332,76561197971851704,356670,Spooky's Jump Scare Mansion,201,0,1
12584,strategy,Empire: Total War™,2009-03-03,19.989999771118164,10500,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009,76561198046546837,10500,"Mosquetes e batalhas navais! Voc  precisa de mais alguma coisa para jogar? Se voc  acha que que as batalhas navais de Assassins Creed 3/4 s o emociantes, venha jogar esse aqui e se preparar para uma emo  o de verdade. E, claro, se voc  gosta de hist ria e estrat gia, e deseja por algumas horas estar na pele de um imperador ou general, esse jogo   indispens vel para voc .",2013-11-26,1409,76561197971666535,10500,Empire: Total War,6769,0,1
9946,adventure,Saints Row IV,2013-08-19,14.989999771118164,206420,Deep Silver Volition,2013,76561198062377940,206420,I made a superpowered Terminator/Arnold Schwarzenegger that killed an alien in a rip off iron man suit after freeing my crew from thier virtual hell.10/10100/100100%best gameBEST GAME,2014-11-22,300,76561198059582003,206420,Saints Row IV,1911,0,1
8725,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,FrammyCryZ,4000,                                                                                                      Prophunt                                                                                       5555555                       10/10      ,2013-10-13,1,76561198059560580,4000,Garry's Mod,3329,0,1
24079,rpg,Champions of Regnum,2013-02-27,-1.0,222520,NGD Studios,2013,spookymouse,222520,kek,2024-06-09,300,76561198059582003,222520,Champions of Regnum,348,0,1
12416,action,Killing Floor,2009-05-14,19.989999771118164,1250,Tripwire Interactive,2009,PuppyxKitten,1250,"Yes Yes !Go buy this game !Just keep these things in mind1.Difficulty Curve is High2.Without your team, You are nothing3.Those Fancy ZED Weapons ? They help.. A LOT (Overruled if you have a good team)The few words you must keep in your mind as you play this gameTEAMWORKCOMMUNICATIONPOLITENESSJust work together, be polite and buy this gameAlso.. Be a little patient cause of the Difficulty :3",2014-08-30,1409,76561197971666535,1250,Killing Floor,548,0,1
22239,indie,Millie,2014-04-03,3.990000009536743,294230,Forever Entertainment S. A.,2014,K1NGCJS,294230,90% - $0.39 - Cheap Card Dropping Game,2015-07-22,63,76561198060253419,294230,Millie,0,0,1
27071,earlyaccess,Rust,2013-12-11,19.989999771118164,252490,Facepunch Studios,2013,76561198054736653,252490,what happend im trying 2 play rust and as soon as it opens it crashes HELP,2015-05-22,10,76561198059575326,252490,Rust,4329,0,1
25778,adventure,Just Cause™ 3,2015-11-30,49.9900016784668,225540,Avalanche Studios,2015,AkkarinDarkmoor,225540,"This is an excellent game. Great gameplay if a bit repeditive. Personally not a problem to me i enjoy blowing up and killing everything. Have only done maybe one of the story missions however. Been working on claiming territory mostly. What i do need to say however is very important. This game is EXTREMELY resource intensive. Personally i dont have many problems however i have an exceptionally high end GPU which i believe is the main issue that people are having. I hesitate to say it is poorly optimised but that's about the only reason i can think of that i struggle to maintain 60fps on a 970 at 1080p on ultra. The game does look amazing, theres no loading once you enter the game (which to me constitutes its RAM usage, as i have 16g this is a non-issue for me personally) Just be aware, If you do not have a high end system this game will struggle.",2015-12-23,41,76561198059739464,225540,Just Cause 3,19156,41,1
23532,rpg,Guardians of Orion,2015-12-01,0.9900000095367432,407840,"Trek Industries, Inc",2015,antidamage,407840,"Kind of crap. You choose a character and spawn at some kind of ship in an otherwise empty map. You can run around for a while and shoot but that's it. There's no enemies or anything. There's a thing at the top that says ""READY UP R"" but who knows what that really means. There's no way to interact with it. Maybe there's more to come? Wasn't enjoying it anyway, I hope I didn't pay much for this as I don't even remember how it ended up in my library. Entirely forgettable. Oh yeah, it thinks it's an Oculus Rift game but all it does is apply distortion to a single full-screen camera view. You'll need to disable your HMD to play this... game. If that's what this is. Probably just avoid this one as your life is precious and you shouldn't waste it on stupid, badly written games.",2024-02-26,31,76561198059706108,407840,ORION,105,0,0
27873,adventure,Life is Strange - Episode 1,2015-01-29,-1.0,319630,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015,soupstore,319630,"This ""game"" is amazing! It actually gives you choices that aren't clean cut and straight forward. It tells an amzing story so far and would highly recommend it if you want to lose your mind trying to make a decision!",2015-07-17,77,76561198059584657,319630,Life Is Strange ,1010,0,1
7505,simulation,Train Simulator,2009-07-12,24.989999771118164,24010,Dovetail Games,2009,76561198089772554,24010,hello Train Simulator 2016 20% cooler friends my games Zootopia :3,2013-12-26,300,76561198059582003,24010,Train Simulator,340,0,1
